Current Franchise,Year,Tm,Lg,G,W,L,Ties,W-L%,pythW-L%,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,#Bat,#P,Top Player,Managers,Best Player,WAR,code,Playoff finish,Regular season rank,Attendance Rank
Boston Red Sox,1988,Boston Red Sox,AL East,162,89,73,0,0.549,0.575,1st of 7,--,Lost ALCS (4-0),813,689,"2,464,851",28.7,28.7,37,17,W.Boggs (8.3),J.McNamara (43-42) and J.Morgan (46-31),W.Boggs ,8.3,3,3,5,7
Boston Red Sox,1987,Boston Red Sox,AL East,162,78,84,0,0.481,0.509,5th of 7,20,,842,825,"2,231,551",28.8,27.1,35,13,R.Clemens (9.4),J.McNamara (78-84),R.Clemens ,9.4,3,No,13,8
Boston Red Sox,1986,Boston Red Sox,AL East,161,95,66,0,0.59,0.56,1st of 7,--,Lost WS (4-3),794,696,"2,147,641",30.6,28,38,16,R.Clemens (8.8),J.McNamara (95-66),R.Clemens ,8.8,3,2,3,8
Boston Red Sox,1985,Boston Red Sox,AL East,163,81,81,1,0.5,0.548,5th of 7,18.5,,800,720,"1,786,633",29.5,26.8,36,17,W.Boggs (9.1),J.McNamara (81-81),W.Boggs ,9.1,3,No,13,14
Boston Red Sox,1984,Boston Red Sox,AL East,162,86,76,0,0.531,0.527,4th of 7,18,,810,764,"1,661,618",29.2,25.8,33,14,W.Boggs (6.3),R.Houk (86-76),W.Boggs ,6.3,3,No,7,15
Boston Red Sox,1983,Boston Red Sox,AL East,162,78,84,0,0.481,0.469,6th of 7,20,,724,775,"1,782,285",29.2,26.8,31,12,W.Boggs (7.8),R.Houk (78-84),W.Boggs ,7.8,3,No,14,14
Boston Red Sox,1982,Boston Red Sox,AL East,162,89,73,0,0.549,0.525,3rd of 7,6,,753,713,"1,950,124",28.9,28.2,33,14,D.Evans (6.4),R.Houk (89-73),D.Evans ,6.4,3,No,6,9
Boston Red Sox,1981,Boston Red Sox,AL East,108,59,49,0,0.546,0.535,5th of 7,2.5,,519,481,"1,060,379",29.2,27.9,32,13,D.Evans (6.7),R.Houk (59-49),D.Evans ,6.7,3,No,11,11
Boston Red Sox,1980,Boston Red Sox,AL East,160,83,77,0,0.519,0.494,5th of 7,19,,757,767,"1,956,092",29.5,29.5,41,17,F.Lynn (4.7),D.Zimmer (82-73) and J.Pesky (1-4),F.Lynn ,4.7,3,No,10,9
Boston Red Sox,1979,Boston Red Sox,AL East,160,91,69,0,0.569,0.576,3rd of 7,11.5,,841,711,"2,353,114",29,28.4,34,14,F.Lynn (8.9),D.Zimmer (91-69),F.Lynn ,8.9,3,No,5,6
Boston Red Sox,1978,Boston Red Sox,AL East,163,99,64,0,0.607,0.587,2nd of 7,1,,796,657,"2,320,643",28.5,29.2,31,14,J.Rice (7.6),D.Zimmer (99-64),J.Rice ,7.6,3,No,2,5
Boston Red Sox,1977,Boston Red Sox,AL East,161,97,64,0,0.602,0.585,2nd of 7,2.5,,859,712,"2,074,549",28.7,29.4,38,15,C.Fisk (7.0),D.Zimmer (97-64),C.Fisk ,7,3,No,5,5
Boston Red Sox,1976,Boston Red Sox,AL East,162,83,79,0,0.512,0.537,3rd of 6,15.5,,716,660,"1,895,846",27.6,29.5,32,11,L.Tiant (6.2),D.Johnson (41-45) and D.Zimmer (42-34),L.Tiant ,6.2,3,No,10,5
Boston Red Sox,1975,Boston Red Sox,AL East,160,95,65,0,0.594,0.553,1st of 6,--,Lost WS (4-3),796,709,"1,748,587",26.9,28.8,37,12,F.Lynn (7.4),D.Johnson (95-65),F.Lynn ,7.4,3,2,3,4
Boston Red Sox,1974,Boston Red Sox,AL East,162,84,78,0,0.519,0.524,3rd of 6,7,,696,661,"1,556,411",27.6,29.2,37,13,L.Tiant (7.7),D.Johnson (84-78),L.Tiant ,7.7,3,No,9,6
Boston Red Sox,1973,Boston Red Sox,AL East,162,89,73,0,0.549,0.56,2nd of 6,8,,738,647,"1,481,002",29.5,28.3,32,15,B.Lee (6.1),E.Kasko (88-73) and E.Popowski (1-0),B.Lee ,6.1,3,No,5,6
Boston Red Sox,1972,Boston Red Sox,AL East,155,85,70,0,0.548,0.515,2nd of 6,0.5,,640,620,"1,441,718",28.9,28.9,38,17,C.Fisk (7.3),E.Kasko (85-70),C.Fisk ,7.3,3,No,7,6
Boston Red Sox,1971,Boston Red Sox,AL East,162,85,77,0,0.525,0.516,3rd of 6,18,,691,667,"1,678,732",27.9,29.1,36,15,S.Siebert (6.6),E.Kasko (85-77),S.Siebert ,6.6,3,No,8,3
Boston Red Sox,1970,Boston Red Sox,AL East,162,87,75,0,0.537,0.539,3rd of 6,21,,786,722,"1,595,278",26.5,27.9,40,20,C.Yastrzemski (9.5),E.Kasko (87-75),C.Yastrzemski ,9.5,3,No,7,6
Boston Red Sox,1969,Boston Red Sox,AL East,162,87,75,0,0.537,0.504,3rd of 6,22,,743,736,"1,833,246",26.1,26.5,40,19,R.Petrocelli (10.0),D.Williams (82-71) and E.Popowski (5-4),R.Petrocelli ,10,3,No,9,2
Boston Red Sox,1968,Boston Red Sox,AL,162,86,76,0,0.531,0.502,4th of 10,17,,614,611,"1,940,788",26.4,27.4,36,16,C.Yastrzemski (10.5),D.Williams (86-76),C.Yastrzemski ,10.5,3,No,6,3
Boston Red Sox,1967,Boston Red Sox,AL,162,92,70,0,0.568,0.574,1st of 10,--,Lost WS (4-3),722,614,"1,727,832",25.4,27.2,39,18,C.Yastrzemski (12.5),D.Williams (92-70),C.Yastrzemski ,12.5,3,2,2,2
Boston Red Sox,1966,Boston Red Sox,AL,162,72,90,0,0.444,0.45,9th of 10,26,,655,731,"811,172",25.3,27.4,40,21,C.Yastrzemski (5.5),B.Herman (64-82) and P.Runnels (8-8),C.Yastrzemski ,5.5,3,No,15,16
Boston Red Sox,1965,Boston Red Sox,AL,162,62,100,0,0.383,0.424,9th of 10,40,,669,791,"652,201",26.7,26.5,30,12,C.Yastrzemski (5.0),B.Herman (62-100),C.Yastrzemski ,5,3,No,16,15
Boston Red Sox,1964,Boston Red Sox,AL,162,72,90,0,0.444,0.435,8th of 10,27,,688,793,"883,276",27.5,25.8,32,13,D.Radatz (6.0),J.Pesky (70-90) and B.Herman (2-0),D.Radatz ,6,3,No,13,11
Boston Red Sox,1963,Boston Red Sox,AL,161,76,85,0,0.472,0.475,7th of 10,28,,666,704,"942,642",27.9,26.3,31,16,C.Yastrzemski (6.6),J.Pesky (76-85),C.Yastrzemski ,6.6,3,No,12,9
Boston Red Sox,1962,Boston Red Sox,AL,160,76,84,0,0.475,0.469,8th of 10,19,,707,756,"733,080",27.7,27.6,33,18,D.Radatz (5.1),P.Higgins (76-84),D.Radatz ,5.1,3,No,13,16
Boston Red Sox,1961,Boston Red Sox,AL,163,76,86,1,0.469,0.462,6th of 10,33,,729,792,"850,589",27.5,27.6,32,15,B.Monbouquette (4.4),P.Higgins (76-86),B.Monbouquette ,4.4,3,No,12,12
Boston Red Sox,1960,Boston Red Sox,AL,154,65,89,0,0.422,0.426,7th of 8,32,,658,775,"1,129,866",29.1,27.6,42,18,P.Runnels (4.7),"B.Jurges (15-27), D.Baker (2-5) and P.Higgins (48-57)",P.Runnels ,4.7,3,No,13,9
Boston Red Sox,1959,Boston Red Sox,AL,154,75,79,0,0.487,0.519,5th of 8,19,,726,696,"984,102",29.1,26.7,41,18,P.Runnels (5.3),"P.Higgins (31-42), R.York (0-1) and B.Jurges (44-36)",P.Runnels ,5.3,3,No,9,9
Boston Red Sox,1958,Boston Red Sox,AL,155,79,75,1,0.513,0.504,3rd of 8,13,,697,691,"1,077,047",28.9,27.2,35,18,P.Runnels (5.5),P.Higgins (79-75),P.Runnels ,5.5,3,No,5,7
Boston Red Sox,1957,Boston Red Sox,AL,154,82,72,0,0.532,0.535,3rd of 8,16,,721,668,"1,181,087",29,27,36,16,T.Williams (9.7),P.Higgins (82-72),T.Williams ,9.7,3,No,6,5
Boston Red Sox,1956,Boston Red Sox,AL,155,84,70,1,0.545,0.517,4th of 8,13,,780,751,"1,137,158",28.3,27.5,34,14,T.Williams (6.1),P.Higgins (84-70),T.Williams ,6.1,3,No,7,4
Boston Red Sox,1955,Boston Red Sox,AL,154,84,70,0,0.545,0.567,4th of 8,12,,755,652,"1,203,200",27.7,26.7,40,17,T.Williams (6.9),P.Higgins (84-70),T.Williams ,6.9,3,No,6,5
Boston Red Sox,1954,Boston Red Sox,AL,156,69,85,2,0.448,0.482,4th of 8,42,,700,728,"931,127",27,27.3,36,15,T.Williams (7.8),L.Boudreau (69-85),T.Williams ,7.8,3,No,10,10
Boston Red Sox,1953,Boston Red Sox,AL,153,84,69,0,0.549,0.517,4th of 8,16,,656,632,"1,026,133",26.5,29.6,37,15,E.Kinder (4.8),L.Boudreau (84-69),E.Kinder ,4.8,3,No,5,6
Boston Red Sox,1952,Boston Red Sox,AL,154,76,78,0,0.494,0.507,6th of 8,19,,668,658,"1,115,750",27.8,29.5,48,19,B.Goodman (3.9),L.Boudreau (76-78),B.Goodman ,3.9,3,No,11,4
Boston Red Sox,1951,Boston Red Sox,AL,154,87,67,0,0.565,0.547,3rd of 8,11,,804,725,"1,312,282",30.1,27.5,38,14,T.Williams (7.2),S.O'Neill (87-67),T.Williams ,7.2,3,No,5,4
Boston Red Sox,1950,Boston Red Sox,AL,154,94,60,0,0.61,0.61,3rd of 8,4,,1027,804,"1,344,080",29.9,27.9,41,20,M.Parnell (5.6),J.McCarthy (31-28) and S.O'Neill (63-32),M.Parnell ,5.6,3,No,3,4
Boston Red Sox,1949,Boston Red Sox,AL,155,96,58,1,0.623,0.632,2nd of 8,1,,896,667,"1,596,650",29.8,28.7,35,17,T.Williams (9.1),J.McCarthy (96-58),T.Williams ,9.1,2,No,2,5
Boston Red Sox,1948,Boston Red Sox,AL,155,96,59,0,0.619,0.604,2nd of 8,1,,907,720,"1,558,798",29.5,30.1,34,16,T.Williams (8.5),J.McCarthy (96-59),T.Williams ,8.5,2,No,2,4
Boston Red Sox,1947,Boston Red Sox,AL,157,83,71,3,0.539,0.534,3rd of 8,14,,720,669,"1,427,315",29.2,29.8,41,17,T.Williams (9.9),J.Cronin (83-71),T.Williams ,9.9,2,No,6,5
Boston Red Sox,1946,Boston Red Sox,AL,156,104,50,2,0.675,0.629,1st of 8,--,Lost WS (4-3),792,594,"1,416,944",29.3,29.2,39,16,T.Williams (10.9),J.Cronin (104-50),T.Williams ,10.9,2,2,1,4
Boston Red Sox,1945,Boston Red Sox,AL,157,71,83,3,0.461,0.446,7th of 8,17.5,,599,674,"603,794",30.3,27.3,37,15,E.Lake (6.8),J.Cronin (71-83),E.Lake ,6.8,2,No,11,9
Boston Red Sox,1944,Boston Red Sox,AL,156,77,77,2,0.5,0.541,4th of 8,12,,739,676,"506,975",30.2,29.4,33,16,B.Johnson (6.3),J.Cronin (77-77),B.Johnson ,6.3,2,No,6,10
Boston Red Sox,1943,Boston Red Sox,AL,155,68,84,3,0.447,0.466,7th of 8,29,,563,607,"358,275",28.4,30.3,31,12,T.Hughson (5.2),J.Cronin (68-84),T.Hughson ,5.2,2,No,12,14
Boston Red Sox,1942,Boston Red Sox,AL,152,93,59,0,0.612,0.611,2nd of 8,9,,761,594,"730,340",26.7,29.1,26,10,T.Williams (10.6),J.Cronin (93-59),T.Williams ,10.6,2,No,4,4
Boston Red Sox,1941,Boston Red Sox,AL,155,84,70,1,0.545,0.565,2nd of 8,17,,865,750,"718,497",28.2,29.2,31,15,T.Williams (10.6),J.Cronin (84-70),T.Williams ,10.6,2,No,5,5
Boston Red Sox,1940,Boston Red Sox,AL,154,82,72,0,0.532,0.525,4th of 8,8,,872,825,"716,234",28.1,28.9,33,18,T.Williams (6.3),J.Cronin (82-72),T.Williams ,6.3,2,No,7,7
Boston Red Sox,1939,Boston Red Sox,AL,152,89,62,1,0.589,0.551,2nd of 8,17,,890,795,"573,070",27.7,29,29,15,J.Foxx (6.9),J.Cronin (89-62),J.Foxx ,6.9,2,No,4,8
Boston Red Sox,1938,Boston Red Sox,AL,150,88,61,1,0.591,0.583,2nd of 8,9.5,,902,751,"646,459",28.5,28.3,30,17,J.Foxx (7.6),J.Cronin (88-61),J.Foxx ,7.6,2,No,2,8
Boston Red Sox,1937,Boston Red Sox,AL,154,80,72,2,0.526,0.526,5th of 8,21,,821,775,"559,659",28.6,29.9,30,12,L.Grove (9.3),J.Cronin (80-72),L.Grove ,9.3,2,No,7,7
Boston Red Sox,1936,Boston Red Sox,AL,155,74,80,1,0.481,0.507,6th of 8,28.5,,775,764,"626,895",29.1,29.3,31,15,L.Grove (10.7),J.Cronin (74-80),L.Grove ,10.7,2,No,8,5
Boston Red Sox,1935,Boston Red Sox,AL,154,78,75,1,0.51,0.491,4th of 8,16,,718,732,"558,568",28.6,29.3,33,14,W.Ferrell (10.6),J.Cronin (78-75),W.Ferrell ,10.6,2,No,8,5
Boston Red Sox,1934,Boston Red Sox,AL,153,76,76,1,0.5,0.526,4th of 8,24,,820,775,"610,640",29,28.5,34,13,B.Werber (5.5),B.Harris (76-76),B.Werber ,5.5,2,No,8,5
Boston Red Sox,1933,Boston Red Sox,AL,149,63,86,0,0.423,0.464,7th of 8,34.5,,700,758,"268,715",28.4,26.9,36,11,G.Rhodes (3.6),M.McManus (63-86),G.Rhodes ,3.6,2,No,13,12
Boston Red Sox,1932,Boston Red Sox,AL,154,43,111,0,0.279,0.293,8th of 8,64,,566,915,"182,150",28.4,25.7,41,18,D.Alexander (4.3),S.Collins (11-44) and M.McManus (32-67),D.Alexander ,4.3,2,No,15,15
Boston Red Sox,1931,Boston Red Sox,AL,153,62,90,1,0.408,0.389,6th of 8,45,,625,800,"350,975",28.6,28.3,37,12,E.Webb (5.4),S.Collins (62-90),E.Webb ,5.4,2,No,13,12
Boston Red Sox,1930,Boston Red Sox,AL,154,52,102,0,0.338,0.372,8th of 8,50,,612,814,"444,045",28.6,27.9,34,13,M.Gaston (5.1),H.Wagner (52-102),M.Gaston ,5.1,2,No,14,11
Boston Red Sox,1929,Boston Red Sox,AL,155,58,96,1,0.377,0.373,8th of 8,48,,605,803,"394,620",28.2,26.3,35,12,M.Gaston (4.8),B.Carrigan (58-96),M.Gaston ,4.8,2,No,15,11
Boston Red Sox,1928,Boston Red Sox,AL,154,57,96,1,0.373,0.38,8th of 8,43.5,,589,770,"396,920",28.2,24.6,35,17,R.Ruffing (4.8),B.Carrigan (57-96),R.Ruffing ,4.8,2,No,14,11
Boston Red Sox,1927,Boston Red Sox,AL,154,51,103,0,0.331,0.341,8th of 8,59,,597,856,"305,275",27.5,25,37,14,D.MacFayden (2.8),B.Carrigan (51-103),D.MacFayden ,2.8,2,No,15,14
Boston Red Sox,1926,Boston Red Sox,AL,154,46,107,1,0.301,0.326,8th of 8,44.5,,562,835,"285,155",28.4,25.3,40,16,T.Rigney (4.6),L.Fohl (46-107),T.Rigney ,4.6,2,No,16,14
Boston Red Sox,1925,Boston Red Sox,AL,152,47,105,0,0.309,0.338,8th of 8,49.5,,639,922,"267,782",27.8,27.7,41,15,H.Ehmke (4.9),L.Fohl (47-105),H.Ehmke ,4.9,2,No,15,16
Boston Red Sox,1924,Boston Red Sox,AL,157,67,87,3,0.435,0.458,7th of 8,25,,735,806,"448,556",30.1,29.1,33,16,H.Ehmke (8.1),L.Fohl (67-87),H.Ehmke ,8.1,2,No,11,13
Boston Red Sox,1923,Boston Red Sox,AL,154,61,91,2,0.401,0.355,8th of 8,37,,584,809,"229,688",29.2,28.7,30,11,H.Ehmke (6.0),F.Chance (61-91),H.Ehmke ,6,2,No,13,14
Boston Red Sox,1922,Boston Red Sox,AL,154,61,93,0,0.396,0.387,8th of 8,33,,598,769,"259,184",29.5,28.5,30,10,J.Quinn (4.7),H.Duffy (61-93),J.Quinn ,4.7,2,No,12,14
Boston Red Sox,1921,Boston Red Sox,AL,154,75,79,0,0.487,0.481,5th of 8,23.5,,668,696,"279,273",29.5,27.1,27,11,S.Jones (7.2),H.Duffy (75-79),S.Jones ,7.2,2,No,10,15
Boston Red Sox,1920,Boston Red Sox,AL,154,72,81,1,0.471,0.467,5th of 8,25.5,,650,698,"402,445",28.1,25.7,32,11,H.Hooper (5.2),E.Barrow (72-81),H.Hooper ,5.2,2,No,10,11
Boston Red Sox,1919,Boston Red Sox,AL,138,66,71,1,0.482,0.51,6th of 8,20.5,,564,552,"417,291",27.4,25.8,30,13,B.Ruth (9.9),E.Barrow (66-71),B.Ruth ,9.9,2,No,10,8
Boston Red Sox,1918,Boston Red Sox,AL,126,75,51,0,0.595,0.6,1st of 8,--,Won WS (4-2),474,380,"249,513",28.5,25.3,32,12,B.Ruth (7.0),E.Barrow (75-51),B.Ruth ,7,2,1,2,5
Boston Red Sox,1917,Boston Red Sox,AL,157,90,62,5,0.592,0.59,2nd of 8,9,,555,455,"387,856",27.9,24.8,27,9,B.Ruth (8.6),J.Barry (90-62),B.Ruth ,8.6,2,No,3,5
Boston Red Sox,1916,Boston Red Sox,AL,156,91,63,2,0.591,0.562,1st of 8,--,Won WS (4-1),550,480,"496,397",27,24.4,29,10,B.Ruth (10.4),B.Carrigan (91-63),B.Ruth ,10.4,2,1,3,5
Boston Red Sox,1915,Boston Red Sox,AL,155,101,50,4,0.669,0.631,1st of 8,--,Won WS (4-1),669,499,"539,885",26.7,24.5,30,11,T.Speaker (7.1),B.Carrigan (101-50),T.Speaker ,7.1,2,1,1,1
Boston Red Sox,1914,Boston Red Sox,AL,159,91,62,6,0.595,0.566,2nd of 8,8.5,,589,510,"481,359",25.4,24.7,32,14,T.Speaker (9.9),B.Carrigan (91-62),T.Speaker ,9.9,2,No,3,1
Boston Red Sox,1913,Boston Red Sox,AL,151,79,71,1,0.527,0.515,4th of 8,15.5,,631,610,"437,194",26.1,24.6,29,13,T.Speaker (8.4),J.Stahl (39-41) and B.Carrigan (40-30),T.Speaker ,8.4,2,No,7,6
Boston Red Sox,1912,Boston Red Sox,AL,154,105,47,2,0.691,0.669,1st of 8,--,Won WS (4-3-1),799,544,"597,096",26.1,25.2,27,11,S.Wood (11.4),J.Stahl (105-47),S.Wood ,11.4,2,1,1,3
Boston Red Sox,1911,Boston Red Sox,AL,153,78,75,0,0.51,0.526,5th of 8,24,,680,643,"503,961",24.9,25,43,16,S.Wood (6.3),P.Donovan (78-75),S.Wood ,6.3,2,No,8,5
Boston Red Sox,1910,Boston Red Sox,AL,158,81,72,5,0.529,0.558,4th of 8,22.5,,641,564,"584,619",25.5,25.3,35,13,T.Speaker (7.7),P.Donovan (81-72),T.Speaker ,7.7,2,No,7,2
Boston Red Sox,1909,Boston Red Sox,AL,152,88,63,1,0.583,0.541,3rd of 8,9.5,,601,549,"668,965",25.9,25.4,37,19,T.Speaker (6.3),F.Lake (88-63),T.Speaker ,6.3,1,No,6,3
Boston Red Sox,1908,Boston Red Sox,AL,155,75,79,1,0.487,0.543,5th of 8,15.5,,564,513,"473,048",27.3,29.5,39,16,C.Young (9.6),D.McGuire (53-62) and F.Lake (22-17),C.Young ,9.6,1,No,8,5
Boston Red Sox,1907,Boston Americans,AL,155,59,90,6,0.396,0.418,7th of 8,32.5,,466,558,"436,777",29.1,30.2,35,14,C.Young (7.6),"C.Young (3-3), G.Huff (2-6), B.Unglaub (9-20) and D.McGuire (45-61)",C.Young ,7.6,1,No,,
Boston Red Sox,1906,Boston Americans,AL,155,49,105,1,0.318,0.316,8th of 8,45.5,,463,706,"410,209",29.1,30.2,31,12,C.Stahl (4.1),J.Collins (35-79) and C.Stahl (14-26),C.Stahl ,4.1,1,No,,
Boston Red Sox,1905,Boston Americans,AL,153,78,74,1,0.513,0.511,4th of 8,16,,579,565,"468,828",31.6,30.1,27,9,C.Young (7.3),J.Collins (78-74),C.Young ,7.3,1,No,,
Boston Red Sox,1904,Boston Americans,AL,157,95,59,3,0.617,0.619,1st of 8,--,,608,466,"623,295",31.2,30.1,18,5,C.Young (9.6),J.Collins (95-59),C.Young ,9.6,1,No,,
Boston Red Sox,1903,Boston Americans,AL,141,91,47,3,0.659,0.651,1st of 8,--,Won WS (5-3),708,504,"379,338",29.6,28.2,20,6,C.Young (8.3),J.Collins (91-47),C.Young ,8.3,1,1,,
Boston Red Sox,1902,Boston Americans,AL,138,77,60,1,0.562,0.546,3rd of 8,6.5,,664,600,"348,567",28.6,28.4,24,13,C.Young (9.7),J.Collins (77-60),C.Young ,9.7,1,No,,
Boston Red Sox,1901,Boston Americans,AL,138,79,57,2,0.581,0.6,2nd of 8,4,,759,608,"289,448",28,28.3,24,11,C.Young (12.6),J.Collins (79-57),C.Young ,12.6,1,No,,
Chicago Cubs,2018,Chicago Cubs,NL Central,163,95,68,0,0.583,0.575,2nd of 5,1,Lost NLWC (1-0),761,645,"3,181,089",27.2,30.2,50,35,J.Baez (6.3),J.Maddon (95-68),J.Baez ,6.3,4,7,6,4
Chicago Cubs,2017,Chicago Cubs,NL Central,162,92,70,0,0.568,0.576,1st of 5,--,Lost NLCS (4-1),822,695,"3,199,562",27.1,30.8,47,28,K.Bryant (6.1),J.Maddon (92-70),K.Bryant ,6.1,4,3,6,5
Chicago Cubs,2016,Chicago Cubs,NL Central,162,103,58,1,0.64,0.665,1st of 5,--,Won WS (4-3),808,556,"3,232,420",27.4,29.9,45,26,K.Bryant (7.4),J.Maddon (103-58),K.Bryant ,7.4,4,1,1,5
Chicago Cubs,2015,Chicago Cubs,NL Central,162,97,65,0,0.599,0.557,3rd of 5,3,Lost NLCS (4-0),689,608,"2,919,122",26.9,29.3,50,29,J.Arrieta (8.6),J.Maddon (97-65),J.Arrieta ,8.6,4,3,3,6
Chicago Cubs,2014,Chicago Cubs,NL Central,162,73,89,0,0.451,0.436,5th of 5,17,,614,707,"2,652,113",26.8,28,48,27,J.Arrieta (5.7),R.Renteria (73-89),J.Arrieta ,5.7,4,No,15,11
Chicago Cubs,2013,Chicago Cubs,NL Central,162,66,96,0,0.407,0.439,5th of 5,31,,602,689,"2,642,682",27.9,28.7,56,31,T.Wood (5.0),D.Sveum (66-96),T.Wood ,5,4,No,17,12
Chicago Cubs,2012,Chicago Cubs,NL Central,162,61,101,0,0.377,0.403,5th of 6,36,,613,759,"2,882,756",27.8,27.9,53,30,D.Barney (4.6),D.Sveum (61-101),D.Barney ,4.6,4,No,23,10
Chicago Cubs,2011,Chicago Cubs,NL Central,162,71,91,0,0.438,0.434,5th of 6,25,,654,756,"3,017,966",29.3,29.4,42,22,S.Castro (3.2),M.Quade (71-91),S.Castro ,3.2,4,No,19,9
Chicago Cubs,2010,Chicago Cubs,NL Central,162,75,87,0,0.463,0.448,5th of 6,16,,685,767,"3,062,973",29.4,28.2,44,23,M.Byrd (3.7),L.Piniella (51-74) and M.Quade (24-13),M.Byrd ,3.7,4,No,18,7
Chicago Cubs,2009,Chicago Cubs,NL Central,161,83,78,0,0.516,0.523,2nd of 6,7.5,,707,672,"3,168,859",29.9,28.4,45,24,D.Lee (5.4),L.Piniella (83-78),D.Lee ,5.4,4,No,14,6
Chicago Cubs,2008,Chicago Cubs,NL Central,161,97,64,0,0.602,0.609,1st of 6,--,Lost LDS (3-0),855,671,"3,300,200",30.1,28.9,42,23,R.Dempster (6.8),L.Piniella (97-64),R.Dempster ,6.8,4,5,2,7
Chicago Cubs,2007,Chicago Cubs,NL Central,162,85,77,0,0.525,0.539,1st of 6,--,Lost LDS (3-0),752,690,"3,252,462",29.3,28.4,47,22,A.Ramirez (5.3),L.Piniella (85-77),A.Ramirez ,5.3,4,5,8,6
Chicago Cubs,2006,Chicago Cubs,NL Central,162,66,96,0,0.407,0.431,6th of 6,17.5,,716,834,"3,123,215",28.6,28,46,23,C.Zambrano (5.7),D.Baker (66-96),C.Zambrano ,5.7,4,No,22,7
Chicago Cubs,2005,Chicago Cubs,NL Central,162,79,83,0,0.488,0.493,4th of 6,21,,703,714,"3,099,992",29.7,28.2,46,22,D.Lee (7.7),D.Baker (79-83),D.Lee ,7.7,4,No,12,6
Chicago Cubs,2004,Chicago Cubs,NL Central,162,89,73,0,0.549,0.578,3rd of 6,16,,789,665,"3,170,154",30.1,29.1,43,19,C.Zambrano (7.3),D.Baker (89-73),C.Zambrano ,7.3,4,No,8,6
Chicago Cubs,2003,Chicago Cubs,NL Central,162,88,74,0,0.543,0.527,1st of 6,--,Lost NLCS (4-3),724,683,"2,962,630",31.3,28.2,42,17,M.Prior (7.9),D.Baker (88-74),M.Prior ,7.9,4,3,8,6
Chicago Cubs,2002,Chicago Cubs,NL Central,162,67,95,0,0.414,0.467,5th of 6,30,,706,759,"2,693,096",30.2,27.6,44,22,S.Sosa (5.7),"D.Baylor (34-49), R.Lachemann (0-1) and B.Kimm (33-45)",S.Sosa ,5.7,4,No,22,9
Chicago Cubs,2001,Chicago Cubs,NL Central,162,88,74,0,0.543,0.547,3rd of 6,5,,777,701,"2,779,465",30.7,29.8,43,20,S.Sosa (10.3),D.Baylor (88-74),S.Sosa ,10.3,4,No,8,13
Chicago Cubs,2000,Chicago Cubs,NL Central,162,65,97,0,0.401,0.424,6th of 6,30,,764,904,"2,789,511",30.8,28.4,51,24,S.Sosa (5.7),D.Baylor (65-97),S.Sosa ,5.7,4,No,23,13
Chicago Cubs,1999,Chicago Cubs,NL Central,162,67,95,0,0.414,0.406,6th of 6,30,,747,920,"2,813,854",31.2,28.8,47,25,S.Sosa (4.8),J.Riggleman (67-95),S.Sosa ,4.8,4,No,24,10
Chicago Cubs,1998,Chicago Cubs,NL Central,163,90,73,0,0.552,0.522,2nd of 6,12.5,Lost LDS (3-0),831,792,"2,623,194",30.1,28.8,47,25,S.Sosa (6.5),J.Riggleman (90-73),S.Sosa ,6.5,4,5,6,10
Chicago Cubs,1997,Chicago Cubs,NL Central,162,68,94,0,0.42,0.455,5th of 5,16,,687,759,"2,190,308",29.4,28.2,42,21,M.Grace (4.2),J.Riggleman (68-94),M.Grace ,4.2,4,No,17,13
Chicago Cubs,1996,Chicago Cubs,NL Central,162,76,86,0,0.469,0.501,4th of 5,12,,772,771,"2,219,110",29,28.3,41,17,S.Sosa (5.4),J.Riggleman (76-86),S.Sosa ,5.4,4,No,14,12
Chicago Cubs,1995,Chicago Cubs,NL Central,144,73,71,0,0.507,0.515,3rd of 5,12,,693,671,"1,918,265",28.3,27.8,43,21,S.Sosa (5.3),J.Riggleman (73-71),S.Sosa ,5.3,4,No,12,10
Chicago Cubs,1994,Chicago Cubs,NL Central,113,49,64,0,0.434,0.457,5th of 5,16.5,,500,549,"1,845,208",28.2,28.3,35,18,S.Sosa (3.8),T.Trebelhorn (49-64),S.Sosa ,3.8,4,No,22,12
Chicago Cubs,1993,Chicago Cubs,NL East,163,84,78,1,0.519,0.499,4th of 7,13,,738,739,"2,653,763",28,28.3,38,17,R.Wilkins (6.6),J.Lefebvre (84-78),R.Wilkins ,6.6,4,No,10,9
Chicago Cubs,1992,Chicago Cubs,NL East,162,78,84,0,0.481,0.477,4th of 6,18,,593,624,"2,126,720",28.3,27.2,41,17,G.Maddux (9.4),J.Lefebvre (78-84),G.Maddux ,9.4,4,No,11,12
Chicago Cubs,1991,Chicago Cubs,NL East,160,77,83,0,0.481,0.475,4th of 6,20,,695,734,"2,314,250",28.9,27.5,39,19,R.Sandberg (7.0),"D.Zimmer (18-19), J.Altobelli (0-1) and J.Essian (59-63)",R.Sandberg ,7,4,No,12,10
Chicago Cubs,1990,Chicago Cubs,NL East,162,77,85,0,0.475,0.448,4th of 6,18,,690,774,"2,243,791",28.2,26.1,39,20,R.Sandberg (7.1),D.Zimmer (77-85),R.Sandberg ,7.1,4,No,11,11
