Current Franchise,Year,Tm,Lg,G,W,L,Ties,W-L%,pythW-L%,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,#Bat,#P,Top Player,Managers,Best Player,WAR,code,Playoff finish,Regular season rank,Attendance Rank
San Francisco Giants,1933,New York Giants,NL,156,91,61,4,0.599,0.595,1st of 8,--,Won WS (4-1),636,515,"604,471",28.5,28.8,31,12,C.Hubbell (9.0),B.Terry (91-61),C.Hubbell ,9,2,1,,
San Francisco Giants,1932,New York Giants,NL,154,72,82,0,0.468,0.531,6th of 8,18,,755,706,"484,868",27.6,29.9,31,11,M.Ott (7.9),J.McGraw (17-23) and B.Terry (55-59),M.Ott ,7.9,2,No,,
San Francisco Giants,1931,New York Giants,NL,153,87,65,1,0.572,0.612,2nd of 8,13,,768,599,"812,163",27.9,29.7,31,14,B.Terry (6.1),J.McGraw (87-65),B.Terry ,6.1,2,No,,
San Francisco Giants,1930,New York Giants,NL,154,87,67,0,0.565,0.574,3rd of 8,5,,959,814,"868,714",27.2,28.8,33,14,B.Terry (7.6),J.McGraw (87-67),B.Terry ,7.6,2,No,,
San Francisco Giants,1929,New York Giants,NL,152,84,67,1,0.556,0.606,3rd of 8,13.5,,897,709,"868,806",27,29,33,12,M.Ott (7.4),J.McGraw (84-67),M.Ott ,7.4,2,No,,
San Francisco Giants,1928,New York Giants,NL,155,93,61,1,0.604,0.596,2nd of 8,2,,807,653,"916,191",25.9,28.7,38,16,L.Benton (6.5),J.McGraw (93-61),L.Benton ,6.5,2,No,,
San Francisco Giants,1927,New York Giants,NL,155,92,62,1,0.597,0.558,3rd of 8,2,,817,720,"858,190",28.1,28.5,43,22,R.Hornsby (10.1),J.McGraw (70-52) and R.Hornsby (22-10),R.Hornsby ,10.1,2,No,,
San Francisco Giants,1926,New York Giants,NL,151,74,77,0,0.49,0.497,5th of 8,13.5,,663,668,"700,362",27.5,28.7,43,14,F.Frisch (4.6),J.McGraw (74-77),F.Frisch ,4.6,2,No,,
San Francisco Giants,1925,New York Giants,NL,152,86,66,0,0.566,0.522,2nd of 8,8.5,,736,702,"778,993",27.9,28,33,12,J.Scott (5.9),J.McGraw (65-55) and H.Jennings (21-11),J.Scott ,5.9,2,No,,
San Francisco Giants,1924,New York Giants,NL,154,93,60,1,0.608,0.63,1st of 8,--,Lost WS (4-3),857,641,"844,068",27.6,27,31,15,F.Frisch (7.5),J.McGraw (61-48) and H.Jennings (32-12),F.Frisch ,7.5,2,2,,
San Francisco Giants,1923,New York Giants,NL,153,95,58,0,0.621,0.603,1st of 8,--,Lost WS (4-2),854,679,"820,780",27.7,27.7,34,15,F.Frisch (7.1),J.McGraw (95-58),F.Frisch ,7.1,2,2,,
San Francisco Giants,1922,New York Giants,NL,156,93,61,2,0.604,0.616,1st of 8,--,Won WS (4-0-1),852,658,"945,809",27.8,28,37,15,D.Bancroft (6.0),J.McGraw (93-61),D.Bancroft ,6,2,1,,
San Francisco Giants,1921,New York Giants,NL,153,94,59,0,0.614,0.624,1st of 8,--,Won WS (5-3),840,637,"973,477",27,29.1,38,12,D.Bancroft (7.4),J.McGraw (94-59),D.Bancroft ,7.4,2,1,,
San Francisco Giants,1920,New York Giants,NL,155,86,68,1,0.558,0.603,2nd of 8,7,,682,543,"929,609",26.9,28.7,38,13,R.Youngs (6.4),J.McGraw (86-68),R.Youngs ,6.4,2,No,,
San Francisco Giants,1919,New York Giants,NL,140,87,53,0,0.621,0.614,2nd of 8,9,,605,470,"708,857",28.9,27.4,41,19,A.Fletcher (5.3),J.McGraw (87-53),A.Fletcher ,5.3,2,No,,
San Francisco Giants,1918,New York Giants,NL,124,71,53,0,0.573,0.566,2nd of 8,10.5,,480,415,"256,618",28.2,28,32,15,A.Fletcher (4.6),J.McGraw (71-53),A.Fletcher ,4.6,2,No,,
San Francisco Giants,1917,New York Giants,NL,158,98,56,4,0.636,0.646,1st of 8,--,Lost WS (4-2),635,457,"500,264",28.3,28.3,33,11,A.Fletcher (7.4),J.McGraw (98-56),A.Fletcher ,7.4,2,2,,
San Francisco Giants,1916,New York Giants,NL,155,86,66,3,0.566,0.577,4th of 8,7,,597,504,"552,056",27.6,27.3,37,12,A.Fletcher (6.3),J.McGraw (86-66),A.Fletcher ,6.3,2,No,,
San Francisco Giants,1915,New York Giants,NL,155,69,83,3,0.454,0.465,8th of 8,21,,582,628,"391,850",27.8,27.1,36,12,J.Tesreau (5.9),J.McGraw (69-83),J.Tesreau ,5.9,2,No,,
San Francisco Giants,1914,New York Giants,NL,156,84,70,2,0.545,0.57,2nd of 8,10.5,,672,576,"364,313",27.4,28.7,33,12,G.Burns (6.5),J.McGraw (84-70),G.Burns ,6.5,2,No,,
San Francisco Giants,1913,New York Giants,NL,156,101,51,4,0.664,0.627,1st of 8,--,Lost WS (4-1),684,515,"630,000",26.5,27.7,32,11,C.Mathewson (7.1),J.McGraw (101-51),C.Mathewson ,7.1,2,2,,
San Francisco Giants,1912,New York Giants,NL,154,103,48,3,0.682,0.661,1st of 8,--,Lost WS (4-3-1),823,571,"638,000",25.8,27.3,28,12,C.Mathewson (8.2),J.McGraw (103-48),C.Mathewson ,8.2,2,2,,
San Francisco Giants,1911,New York Giants,NL,154,99,54,1,0.647,0.648,1st of 8,--,Lost WS (4-2),756,542,"675,000",25.4,27,28,10,C.Mathewson (7.9),J.McGraw (99-54),C.Mathewson ,7.9,2,2,,
San Francisco Giants,1910,New York Giants,NL,155,91,63,1,0.591,0.605,2nd of 8,13,,715,567,"511,785",25.7,26.1,28,11,C.Mathewson (8.9),J.McGraw (91-63),C.Mathewson ,8.9,2,No,,
San Francisco Giants,1909,New York Giants,NL,158,92,61,5,0.601,0.56,3rd of 8,18.5,,624,547,"783,700",27,25.9,30,12,C.Mathewson (10.6),J.McGraw (92-61),C.Mathewson ,10.6,1,No,,
San Francisco Giants,1908,New York Giants,NL,157,98,56,3,0.636,0.658,2nd of 8,1,,651,455,"910,000",29,28.1,30,10,C.Mathewson (11.8),J.McGraw (98-56),C.Mathewson ,11.8,1,No,,
San Francisco Giants,1907,New York Giants,NL,155,82,71,2,0.536,0.554,4th of 8,25.5,,574,510,"538,350",31.1,28.7,28,9,C.Mathewson (7.9),J.McGraw (82-71),C.Mathewson ,7.9,1,No,,
San Francisco Giants,1906,New York Giants,NL,153,96,56,1,0.632,0.593,2nd of 8,20,,625,509,"402,850",30.7,28,25,7,A.Devlin (8.0),J.McGraw (96-56),A.Devlin ,8,1,No,,
San Francisco Giants,1905,New York Giants,NL,155,105,48,2,0.686,0.689,1st of 8,--,Won WS (4-1),780,505,"552,700",29.7,27.3,21,6,C.Mathewson (9.9),J.McGraw (105-48),C.Mathewson ,9.9,1,1,,
San Francisco Giants,1904,New York Giants,NL,158,106,47,5,0.693,0.695,1st of 8,--,,744,474,"609,826",29.1,27.1,23,9,J.McGinnity (9.1),J.McGraw (106-47),J.McGinnity ,9.1,1,No,,
San Francisco Giants,1903,New York Giants,NL,142,84,55,3,0.604,0.613,2nd of 8,6.5,,729,567,"579,530",29.2,27.4,20,7,J.McGinnity (11.4),J.McGraw (84-55),J.McGinnity ,11.4,1,No,,
San Francisco Giants,1902,New York Giants,NL,141,48,88,5,0.353,0.325,8th of 8,53.5,,405,604,"302,875",28.8,26.3,39,13,C.Mathewson (4.2),"H.Fogel (18-23), H.Smith (5-27) and J.McGraw (25-38)",C.Mathewson ,4.2,1,No,,
San Francisco Giants,1901,New York Giants,NL,141,52,85,4,0.38,0.354,7th of 8,37,,544,755,"297,650",27.9,24.8,34,19,C.Mathewson (8.9),G.Davis (52-85),C.Mathewson ,8.9,1,No,,
San Francisco Giants,1900,New York Giants,NL,141,60,78,3,0.435,0.435,8th of 8,23,,713,823,"190,000",29,26.2,23,9,K.Selbach (5.1),B.Ewing (21-41) and G.Davis (39-37),K.Selbach ,5.1,1,No,,
San Francisco Giants,1899,New York Giants,NL,153,60,90,3,0.4,0.428,10th of 12,42,,741,868,"121,384",28.6,26.4,33,12,C.Seymour (5.4),J.Day (29-35) and F.Hoey (31-55),C.Seymour ,5.4,1,No,,
San Francisco Giants,1898,New York Giants,NL,157,77,73,7,0.513,0.521,7th of 12,25.5,,837,800,"265,414",29,26.8,26,7,B.Joyce (4.3),B.Joyce (68-60) and C.Anson (9-13),B.Joyce ,4.3,1,No,,
San Francisco Giants,1897,New York Giants,NL,138,83,48,7,0.634,0.616,3rd of 12,9.5,,901,696,"390,340",27.9,27,23,7,A.Rusie (8.3),B.Joyce (83-48),A.Rusie ,8.3,1,No,,
San Francisco Giants,1896,New York Giants,NL,133,64,67,2,0.489,0.504,7th of 12,27,,829,821,"274,000",27.6,28.2,30,12,J.Meekin (5.8),A.Irwin (36-53) and B.Joyce (28-14),J.Meekin ,5.8,1,No,,
San Francisco Giants,1895,New York Giants,NL,132,66,65,1,0.504,0.51,9th of 12,21.5,,852,834,"240,000",26.9,26.4,24,8,A.Rusie (6.0),"G.Davis (16-17), J.Doyle (32-31) and H.Watkins (18-17)",A.Rusie ,6,1,No,,
San Francisco Giants,1894,New York Giants,NL,139,88,44,7,0.667,0.583,2nd of 12,3,,962,801,"387,000",26.9,25.1,17,5,A.Rusie (13.7),J.Ward (88-44),A.Rusie ,13.7,1,No,,
San Francisco Giants,1893,New York Giants,NL,136,68,64,4,0.515,0.549,5th of 12,19.5,,941,845,"290,000",27.2,25.4,28,12,A.Rusie (11.2),J.Ward (68-64),A.Rusie ,11.2,1,No,,
San Francisco Giants,1892,New York Giants,NL,153,71,80,2,0.47,0.492,8th of 12,31.5,,811,826,"130,566",27.9,24.5,23,5,A.Rusie (7.2),P.Powers (71-80),A.Rusie ,7.2,1,No,,
San Francisco Giants,1891,New York Giants,NL,136,71,61,4,0.538,0.527,3rd of 8,13,,754,711,"210,568",30.3,24.6,24,11,A.Rusie (8.7),J.Mutrie (71-61),A.Rusie ,8.7,1,No,,
San Francisco Giants,1890,New York Giants,NL,135,63,68,4,0.481,0.51,6th of 8,24,,713,698,"60,667",27.2,22.4,23,6,A.Rusie (8.2),J.Mutrie (63-68),A.Rusie ,8.2,1,No,,
San Francisco Giants,1889,New York Giants,NL,131,83,43,5,0.659,0.625,1st of 8,--,Won WS (6-3),935,708,,29.8,29.7,20,8,M.Welch (6.2),J.Mutrie (83-43),M.Welch ,6.2,1,1,,
San Francisco Giants,1888,New York Giants,NL,138,84,47,7,0.641,0.642,1st of 8,--,Won WS (6-4),659,479,,27.8,27.6,20,7,T.Keefe (9.1),J.Mutrie (84-47),T.Keefe ,9.1,1,1,,
San Francisco Giants,1887,New York Giants,NL,129,68,55,6,0.553,0.555,4th of 8,10.5,,816,723,,28.4,27.1,26,10,T.Keefe (7.5),J.Mutrie (68-55),T.Keefe ,7.5,1,No,,
San Francisco Giants,1886,New York Giants,NL,124,75,44,5,0.63,0.597,3rd of 8,12.5,,692,558,,29.3,27.5,18,5,T.Keefe (9.4),J.Mutrie (75-44),T.Keefe ,9.4,1,No,,
San Francisco Giants,1885,New York Giants,NL,112,85,27,0,0.759,0.758,2nd of 8,2,,691,370,,28.5,26,13,5,M.Welch (10.6),J.Mutrie (85-27),M.Welch ,10.6,1,No,,
San Francisco Giants,1884,New York Gothams,NL,116,62,50,4,0.554,0.549,4th of 8,22,,693,623,,26.6,23.7,17,6,M.Welch (12.3),J.Price (56-42) and J.Ward (6-8),M.Welch ,12.3,1,No,,
San Francisco Giants,1883,New York Gothams,NL,98,46,50,2,0.479,0.461,6th of 8,16,,530,577,,26.3,23.1,16,5,R.Connor (4.9),J.Clapp (46-50),R.Connor ,4.9,1,No,,
Seattle Mariners,2019,Seattle Mariners,AL West,162,68,94,0,0.42,0.426,5th of 5,39,,758,893,"1,791,863",27.8,28.6,67,42,M.Gonzales (3.4),S.Servais (68-94),M.Gonzales ,3.4,4,No,22,19
Seattle Mariners,2018,Seattle Mariners,AL West,162,89,73,0,0.549,0.478,3rd of 5,14,,677,711,"2,299,489",29.8,29,53,32,M.Haniger (6.1),S.Servais (89-73),M.Haniger ,6.1,4,No,11,14
Seattle Mariners,2017,Seattle Mariners,AL West,162,78,84,0,0.481,0.487,3rd of 5,23,,750,772,"2,135,445",29.6,27.8,61,40,N.Cruz (4.3),S.Servais (78-84),N.Cruz ,4.3,4,No,13,19
Seattle Mariners,2016,Seattle Mariners,AL West,162,86,76,0,0.531,0.538,2nd of 5,9,,768,707,"2,267,928",30.5,28.8,54,32,R.Cano (7.3),S.Servais (86-76),R.Cano ,7.3,4,No,9,18
Seattle Mariners,2015,Seattle Mariners,AL West,162,76,86,0,0.469,0.454,4th of 5,12,,656,726,"2,193,581",28.6,28.6,51,28,N.Cruz (5.1),L.McClendon (76-86),N.Cruz ,5.1,4,No,19,21
Seattle Mariners,2014,Seattle Mariners,AL West,162,87,75,0,0.537,0.561,3rd of 5,11,,634,554,"2,064,334",27.5,29,44,20,R.Cano (6.4),L.McClendon (87-75),R.Cano ,6.4,4,No,7,23
Seattle Mariners,2013,Seattle Mariners,AL West,162,71,91,0,0.438,0.414,4th of 5,25,,624,754,"1,761,546",28.6,28,47,22,H.Iwakuma (7.2),E.Wedge (71-91),H.Iwakuma ,7.2,4,No,16,25
Seattle Mariners,2012,Seattle Mariners,AL West,162,75,87,0,0.463,0.477,4th of 4,19,,619,651,"1,721,920",27,27.9,38,18,F.Hernandez (5.3),E.Wedge (75-87),F.Hernandez ,5.3,4,No,15,26
Seattle Mariners,2011,Seattle Mariners,AL West,162,67,95,0,0.414,0.412,4th of 4,29,,556,675,"1,896,321",29.3,26.8,47,21,B.Ryan (4.2),E.Wedge (67-95),B.Ryan ,4.2,4,No,21,23
Seattle Mariners,2010,Seattle Mariners,AL West,162,61,101,0,0.377,0.363,4th of 4,29,,513,698,"2,085,630",29.6,27.1,47,22,F.Hernandez (7.1),D.Wakamatsu (42-70) and D.Brown (19-31),F.Hernandez ,7.1,4,No,23,19
Seattle Mariners,2009,Seattle Mariners,AL West,162,85,77,0,0.525,0.464,3rd of 4,12,,640,692,"2,195,533",29.9,27.4,46,20,F.Gutierrez (6.6),D.Wakamatsu (85-77),F.Gutierrez ,6.6,4,No,12,17
Seattle Mariners,2008,Seattle Mariners,AL West,162,61,101,0,0.377,0.414,4th of 4,39,,671,811,"2,329,702",29.7,28.5,44,22,A.Beltre (5.6),J.McLaren (25-47) and J.Riggleman (36-54),A.Beltre ,5.6,4,No,24,19
Seattle Mariners,2007,Seattle Mariners,AL West,162,88,74,0,0.543,0.489,2nd of 4,6,,794,813,"2,672,223",29.9,28.1,44,23,I.Suzuki (5.8),M.Hargrove (45-33) and J.McLaren (43-41),I.Suzuki ,5.8,4,No,7,16
Seattle Mariners,2006,Seattle Mariners,AL West,162,78,84,0,0.481,0.479,4th of 4,15,,756,792,"2,481,165",28.7,28,49,25,A.Beltre (5.4),M.Hargrove (78-84),A.Beltre ,5.4,4,No,15,15
Seattle Mariners,2005,Seattle Mariners,AL West,162,69,93,0,0.426,0.467,4th of 4,26,,699,751,"2,725,459",28.7,31.4,48,21,I.Suzuki (3.9),M.Hargrove (69-93),I.Suzuki ,3.9,4,No,18,12
Seattle Mariners,2004,Seattle Mariners,AL West,162,63,99,0,0.389,0.425,4th of 4,29,,698,823,"2,940,731",31.6,30.4,48,23,I.Suzuki (9.2),B.Melvin (63-99),I.Suzuki ,9.2,4,No,22,10
Seattle Mariners,2003,Seattle Mariners,AL West,162,93,69,0,0.574,0.6,2nd of 4,3,,795,637,"3,268,509",32,29.8,37,18,B.Boone (5.9),B.Melvin (93-69),B.Boone ,5.9,4,No,5,2
Seattle Mariners,2002,Seattle Mariners,AL West,162,93,69,0,0.574,0.569,3rd of 4,10,,814,699,"3,542,938",31.2,30.2,40,19,J.Moyer (5.6),L.Piniella (93-69),J.Moyer ,5.6,4,No,9,1
Seattle Mariners,2001,Seattle Mariners,AL West,162,116,46,0,0.716,0.672,1st of 4,--,Lost ALCS (4-1),927,627,"3,507,326",31.4,30.8,35,15,B.Boone (8.8),L.Piniella (116-46),B.Boone ,8.8,4,3,1,1
Seattle Mariners,2000,Seattle Mariners,AL West,162,91,71,0,0.562,0.569,2nd of 4,0.5,Lost ALCS (4-2),907,780,"2,914,624",31.4,29.3,37,16,A.Rodriguez (10.4),L.Piniella (91-71),A.Rodriguez ,10.4,4,3,5,10
Seattle Mariners,1999,Seattle Mariners,AL West,162,79,83,0,0.488,0.476,3rd of 4,16,,859,905,"2,916,346",29.3,28.2,51,28,J.Moyer (6.6),L.Piniella (79-83),J.Moyer ,6.6,4,No,12,9
Seattle Mariners,1998,Seattle Mariners,AL West,161,76,85,0,0.472,0.502,3rd of 4,11.5,,859,855,"2,651,511",29.8,31.3,47,20,A.Rodriguez (8.5),L.Piniella (76-85),A.Rodriguez ,8.5,4,No,15,9
Seattle Mariners,1997,Seattle Mariners,AL West,162,90,72,0,0.556,0.548,1st of 4,--,Lost LDS (3-1),925,833,"3,192,237",29.3,30.4,47,24,K.Griffey (9.1),L.Piniella (90-72),K.Griffey ,9.1,4,5,5,6
Seattle Mariners,1996,Seattle Mariners,AL West,161,85,76,0,0.528,0.547,2nd of 4,4.5,,993,895,"2,723,850",28.7,27.8,49,25,K.Griffey (9.7),L.Piniella (85-76),K.Griffey ,9.7,4,No,7,7
Seattle Mariners,1995,Seattle Mariners,AL West,145,79,66,0,0.545,0.553,1st of 4,--,Lost ALCS (4-2),796,708,"1,643,203",28.8,28.8,46,24,R.Johnson (8.6),L.Piniella (79-66),R.Johnson ,8.6,4,3,6,16
Seattle Mariners,1994,Seattle Mariners,AL West,112,49,63,0,0.438,0.464,3rd of 4,2,,569,616,"1,104,206",27.4,27.1,44,20,K.Griffey (6.9),L.Piniella (49-63),K.Griffey ,6.9,4,No,21,27
Seattle Mariners,1993,Seattle Mariners,AL West,162,82,80,0,0.506,0.502,4th of 7,12,,734,731,"2,052,638",27.9,28.3,48,23,K.Griffey (8.8),L.Piniella (82-80),K.Griffey ,8.8,4,No,11,19
Seattle Mariners,1992,Seattle Mariners,AL West,162,64,98,0,0.395,0.426,7th of 7,32,,679,799,"1,651,367",28.3,27.4,48,23,E.Martinez (6.5),B.Plummer (64-98),E.Martinez ,6.5,4,No,18,22
Seattle Mariners,1991,Seattle Mariners,AL West,162,83,79,0,0.512,0.519,5th of 7,12,,702,674,"2,147,905",28.1,27.5,38,17,K.Griffey (7.1),J.Lefebvre (83-79),K.Griffey ,7.1,4,No,9,15
Seattle Mariners,1990,Seattle Mariners,AL West,162,77,85,0,0.475,0.472,5th of 7,26,,640,680,"1,509,727",27.9,26.9,43,22,E.Martinez (5.6),J.Lefebvre (77-85),E.Martinez ,5.6,4,No,11,21
Seattle Mariners,1989,Seattle Mariners,AL West,162,73,89,0,0.451,0.478,6th of 7,26,,694,728,"1,298,443",26.6,26.1,40,19,S.Bankhead (4.5),J.Lefebvre (73-89),S.Bankhead ,4.5,3,No,15,23
Seattle Mariners,1988,Seattle Mariners,AL West,161,68,93,0,0.422,0.448,7th of 7,35.5,,664,744,"1,022,398",27,26.4,40,17,M.Langston (5.6),D.Williams (23-33) and J.Snyder (45-60),M.Langston ,5.6,3,No,22,25
Seattle Mariners,1987,Seattle Mariners,AL West,162,78,84,0,0.481,0.476,4th of 7,7,,760,801,"1,134,255",26.8,25.9,41,18,M.Langston (5.9),D.Williams (78-84),M.Langston ,5.9,3,No,13,25
Seattle Mariners,1986,Seattle Mariners,AL West,162,67,95,0,0.414,0.431,7th of 7,25,,718,835,"1,029,045",26.7,26.9,40,17,M.Moore (4.6),"C.Cottier (9-19), M.Martinez (0-1) and D.Williams (58-75)",M.Moore ,4.6,3,No,20,25
Seattle Mariners,1985,Seattle Mariners,AL West,162,74,88,0,0.457,0.441,6th of 7,17,,719,818,"1,128,696",26.9,26.1,42,21,M.Moore (6.3),C.Cottier (74-88),M.Moore ,6.3,3,No,17,22
Seattle Mariners,1984,Seattle Mariners,AL West,162,74,88,0,0.457,0.442,5th of 7,10,,682,774,"870,372",27.1,26.1,40,15,A.Davis (6.0),D.Crandall (59-76) and C.Cottier (15-12),A.Davis ,6,3,No,16,24
Seattle Mariners,1983,Seattle Mariners,AL West,162,60,102,0,0.37,0.374,7th of 7,39,,558,740,"813,537",26.6,27.2,41,15,M.Young (5.1),R.Lachemann (26-47) and D.Crandall (34-55),M.Young ,5.1,3,No,20,25
Seattle Mariners,1982,Seattle Mariners,AL West,162,76,86,0,0.469,0.459,4th of 7,17,,651,712,"1,070,404",28,27.3,40,15,F.Bannister (4.7),R.Lachemann (76-86),F.Bannister ,4.7,3,No,16,23
Seattle Mariners,1981,Seattle Mariners,AL West,110,44,65,1,0.404,0.409,6th of 7,20,,426,521,"636,276",28.6,26.8,38,15,T.Paciorek (4.3),M.Wills (6-18) and R.Lachemann (38-47),T.Paciorek ,4.3,3,No,19,20
Seattle Mariners,1980,Seattle Mariners,AL West,163,59,103,1,0.364,0.382,7th of 7,38,,610,793,"836,204",28.6,26.5,34,13,F.Bannister (4.2),D.Johnson (39-65) and M.Wills (20-38),F.Bannister ,4.2,3,No,23,25
Seattle Mariners,1979,Seattle Mariners,AL West,162,67,95,0,0.414,0.435,6th of 7,21,,711,820,"844,447",28.6,25.5,35,17,M.Parrott (5.1),D.Johnson (67-95),M.Parrott ,5.1,3,No,22,23
Seattle Mariners,1978,Seattle Mariners,AL West,160,56,104,0,0.35,0.363,7th of 7,35,,614,834,"877,440",27,26.9,34,15,L.Roberts (4.4),D.Johnson (56-104),L.Roberts ,4.4,3,No,23,23
Seattle Mariners,1977,Seattle Mariners,AL West,162,64,98,0,0.395,0.36,6th of 7,38,,624,855,"1,338,511",26.2,27.9,43,21,R.Jones (4.1),D.Johnson (64-98),R.Jones ,4.1,3,No,18,15
St. Louis Cardinals,2019,St. Louis Cardinals,NL Central,162,91,71,0,0.562,0.565,1st of 5,--,Lost NLCS (4-0),764,662,"3,480,393",28.8,27.8,43,23,J.Flaherty (6.0),M.Shildt (91-71),J.Flaherty ,6,4,3,8,2
St. Louis Cardinals,2018,St. Louis Cardinals,NL Central,162,88,74,0,0.543,0.543,3rd of 5,7.5,,759,691,"3,403,587",28.1,26.7,49,30,M.Carpenter (4.9),M.Matheny (47-46) and M.Shildt (41-28),M.Carpenter ,4.9,4,No,12,3
St. Louis Cardinals,2017,St. Louis Cardinals,NL Central,162,83,79,0,0.512,0.535,3rd of 5,9,,761,705,"3,448,337",28,28.3,48,25,T.Pham (6.2),M.Matheny (83-79),T.Pham ,6.2,4,No,11,2
St. Louis Cardinals,2016,St. Louis Cardinals,NL Central,162,86,76,0,0.531,0.541,2nd of 5,17.5,,779,712,"3,444,490",28.5,28,41,21,C.Martinez (5.8),M.Matheny (86-76),C.Martinez ,5.8,4,No,9,2
St. Louis Cardinals,2015,St. Louis Cardinals,NL Central,162,100,62,0,0.617,0.594,1st of 5,--,Lost LDS (3-1),647,525,"3,520,889",28.4,28.2,46,23,J.Heyward (6.6),M.Matheny (100-62),J.Heyward ,6.6,4,5,1,2
St. Louis Cardinals,2014,St. Louis Cardinals,NL Central,162,90,72,0,0.556,0.512,1st of 5,--,Lost NLCS (4-1),619,603,"3,540,649",28.6,27.2,46,24,A.Wainwright (6.4),M.Matheny (90-72),A.Wainwright ,6.4,4,3,4,2
St. Louis Cardinals,2013,St. Louis Cardinals,NL Central,162,97,65,0,0.599,0.622,1st of 5,--,Lost WS (4-2),783,596,"3,369,769",28.7,26.9,44,25,M.Carpenter (6.5),M.Matheny (97-65),M.Carpenter ,6.5,4,2,1,2
St. Louis Cardinals,2012,St. Louis Cardinals,NL Central,162,88,74,0,0.543,0.575,2nd of 6,9,Lost NLCS (4-3),765,648,"3,262,109",29.2,28.6,45,24,Y.Molina (7.2),M.Matheny (88-74),Y.Molina ,7.2,4,3,8,6
St. Louis Cardinals,2011,St. Louis Cardinals,NL Central,162,90,72,0,0.556,0.544,2nd of 6,6,Won WS (4-3),762,692,"3,093,954",29.3,30.2,46,24,A.Pujols (5.3),T.La Russa (90-72),A.Pujols ,5.3,4,1,7,6
St. Louis Cardinals,2010,St. Louis Cardinals,NL Central,162,86,76,0,0.531,0.563,2nd of 6,5,,736,641,"3,301,218",28.8,30.2,42,22,A.Pujols (7.5),T.La Russa (86-76),A.Pujols ,7.5,4,No,10,4
St. Louis Cardinals,2009,St. Louis Cardinals,NL Central,162,91,71,0,0.562,0.56,1st of 6,--,Lost LDS (3-0),730,640,"3,343,252",28.5,30.1,42,20,A.Pujols (9.7),T.La Russa (91-71),A.Pujols ,9.7,4,5,6,4
St. Louis Cardinals,2008,St. Louis Cardinals,NL Central,162,86,76,0,0.531,0.533,4th of 6,11.5,,779,725,"3,432,917",28.8,30.2,43,24,A.Pujols (9.2),T.La Russa (86-76),A.Pujols ,9.2,4,No,11,4
St. Louis Cardinals,2007,St. Louis Cardinals,NL Central,162,78,84,0,0.481,0.439,3rd of 6,7,,725,829,"3,552,180",30.2,29.6,45,25,A.Pujols (8.7),T.La Russa (78-84),A.Pujols ,8.7,4,No,13,4
St. Louis Cardinals,2006,St. Louis Cardinals,NL Central,161,83,78,0,0.516,0.511,1st of 6,--,Won WS (4-1),781,762,"3,407,104",29.6,28.6,41,19,A.Pujols (8.5),T.La Russa (83-78),A.Pujols ,8.5,4,1,11,3
St. Louis Cardinals,2005,St. Louis Cardinals,NL Central,162,100,62,0,0.617,0.608,1st of 6,--,Lost NLCS (4-2),805,634,"3,538,988",30.8,29.7,40,20,A.Pujols (8.4),T.La Russa (100-62),A.Pujols ,8.4,4,3,1,3
St. Louis Cardinals,2004,St. Louis Cardinals,NL Central,162,105,57,0,0.648,0.617,1st of 6,--,Lost WS (4-0),855,659,"3,048,427",30.6,30.1,37,20,S.Rolen (9.2),T.La Russa (105-57),S.Rolen ,9.2,4,2,1,8
St. Louis Cardinals,2003,St. Louis Cardinals,NL Central,162,85,77,0,0.525,0.544,3rd of 6,3,,876,796,"2,910,386",29.9,31.2,42,24,A.Pujols (8.7),T.La Russa (85-77),A.Pujols ,8.7,4,No,11,7
St. Louis Cardinals,2002,St. Louis Cardinals,NL Central,162,97,65,0,0.599,0.588,1st of 6,--,Lost NLCS (4-1),787,648,"3,011,756",28.9,30.2,44,26,J.Edmonds (6.7),T.La Russa (97-65),J.Edmonds ,6.7,4,3,6,6
St. Louis Cardinals,2001,St. Louis Cardinals,NL Central,162,93,69,0,0.574,0.579,2nd of 6,--,Lost LDS (3-2),814,684,"3,109,578",28.8,29.3,40,22,A.Pujols (6.6),T.La Russa (93-69),A.Pujols ,6.6,4,5,4,6
St. Louis Cardinals,2000,St. Louis Cardinals,NL Central,162,95,67,0,0.586,0.564,1st of 6,--,Lost NLCS (4-1),887,771,"3,336,493",29.7,29.3,46,24,J.Edmonds (6.3),T.La Russa (95-67),J.Edmonds ,6.3,4,3,2,2
St. Louis Cardinals,1999,St. Louis Cardinals,NL Central,161,75,86,0,0.466,0.484,4th of 6,21.5,,809,838,"3,225,334",28.7,28.6,42,22,M.McGwire (5.2),T.La Russa (75-86),M.McGwire ,5.2,4,No,16,6
St. Louis Cardinals,1998,St. Louis Cardinals,NL Central,163,83,79,1,0.512,0.516,3rd of 6,19,,810,782,"3,195,691",30.5,28.9,45,23,M.McGwire (7.5),T.La Russa (83-79),M.McGwire ,7.5,4,No,11,5
St. Louis Cardinals,1997,St. Louis Cardinals,NL Central,162,73,89,0,0.451,0.488,4th of 5,11,,689,708,"2,634,014",30,29.5,51,25,R.Lankford (5.3),T.La Russa (73-89),R.Lankford ,5.3,4,No,16,8
